index,movie_id,title,genres,overview,keywords,runtime,origin_country,popularity,vote_count,vote_average,production_companies,release_date,budget,cast,director
37,77,Memento,"['Mystery', 'Thriller']","Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.","['drug dealer', 'amnesia', 'insulin', 'tattoo', 'waitress', 'motel', 'manipulation', 'flashback', 'confusion', 'revenge', 'murder', 'memory loss', 'memory', 'psychological thriller', 'whodunit', 'los angeles, california', 'polaroid', 'based on short story', 'nonlinear timeline', 'mourning', 'insurance agent', 'individuality', 'phone call', 'mysterious', 'disturbed', 'paranoid', 'neo-noir', 'somber', 'reverse chronology', 'introspective', 'remember', 'suspenseful', 'tense', 'baffled', 'bewildered', 'bold', 'complicated']",113,['US'],10.1379,15396,8.178,"['Newmarket Films', 'Summit Entertainment', 'Team Todd', 'I Remember Productions']",2000-10-11,9000000,"['Guy Pearce', 'Carrie-Anne Moss', 'Joe Pantoliano', 'Mark Boone Junior']",Christopher Nolan
38,78,Blade Runner,"['Science Fiction', 'Drama', 'Thriller']","In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.","['android', 'flying car', 'bounty hunter', 'artificial intelligence (a.i.)', 'genetics', 'based on novel or book', 'dystopia', 'futuristic', 'fugitive', 'cyberpunk', 'los angeles, california', 'alcoholic', 'tech noir', 'meditative', 'neo-noir', 'human clone', 'blade runner', '2010s', 'introspective']",118,['US'],10.8126,14240,7.941,"['Shaw Brothers', 'The Ladd Company', 'Warner Bros. Pictures']",1982-06-25,28000000,"['Harrison Ford', 'Rutger Hauer', 'Sean Young', 'Edward James Olmos']",Ridley Scott
39,79,Hero,"['Drama', 'Adventure', 'Action', 'History']","During China's Warring States period, a district prefect arrives at the palace of Qin Shi Huang, claiming to have killed the three assassins who had made an attempt on the king's life three years ago.","['martial arts', 'kung fu', 'right and justice', 'countryside', 'loss of loved one', 'patriot', 'wuxia', 'warring states period', '3rd century bc', 'grand', 'admiring']",99,"['CN', 'HK']",5.2561,2328,7.501,"['Beijing New Picture Film Co. Ltd.', 'China Film Co-Production Corp.', 'Elite Group Enterprises', 'Edko Films', 'Sil-Metropole Organisation', 'Zhang Yimou Studio']",2002-07-22,31000000,"['Jet Li', 'Tony Leung', 'Maggie Cheung', 'Donnie Yen']",Zhang Yimou
40,80,Before Sunset,"['Drama', 'Romance']","Nine years later, Jesse travels across Europe giving readings from a book he wrote about the night he spent in Vienna with Celine. After his reading in Paris, Celine finds him, and they spend part of the day together before Jesse has to again leave for a flight. They are both in relationships now, and Jesse has a son, but as their strong feelings for each other start to return, both confess a longing for more.","['journalist', 'talking', 'soulmates', 'walking', 'paris, france', 'bookshop', ""love of one's life"", 'author', 'semi autobiographical']",80,['US'],4.0623,3519,7.808,"['Warner Independent Pictures', 'Castle Rock Entertainment', 'Detour Filmproduction']",2004-06-16,2700000,"['Ethan Hawke', 'Julie Delpy', 'Vernon Dobtcheff', 'Louise Lemoine Torrès']",Richard Linklater
41,81,Nausicaä of the Valley of the Wind,"['Adventure', 'Animation', 'Fantasy']","After a global war, the seaside kingdom known as the Valley of the Wind remains one of the last strongholds on Earth untouched by a poisonous jungle and the powerful insects that guard it. Led by the courageous Princess Nausicaä, the people of the Valley engage in an epic struggle to restore the bond between humanity and Earth.","['future', 'airplane', 'saving the world', 'human vs nature', 'fungus spores   ', 'post-apocalyptic future', 'giant insect', 'toxic', 'based on manga', 'ecology', 'anime', 'inspirational', 'adventure']",117,['JP'],5.2318,3776,7.95,"['Topcraft', 'Tokuma Shoten', 'Hakuhodo']",1984-03-11,1000000,"['Sumi Shimamoto', 'Ichiro Nagai', 'Gorō Naya', 'Yoji Matsuda']",Hayao Miyazaki
42,82,Miami Vice,"['Action', 'Crime', 'Thriller']","A case involving drug lords and murder in South Florida takes a personal turn for undercover detectives Sonny Crockett and Ricardo Tubbs. Unorthodox Crockett gets involved romantically with the Chinese-Cuban wife of a trafficker of arms and drugs, while Tubbs deals with an assault on those he loves.","['florida', 'miami, florida', 'undercover', 'hostage', 'fbi', 'remake', 'drug cartel', 'drug dealing', 'police detective', 'urban setting', 'police investigation', 'havana, cuba', 'speedboat\xa0', 'asian woman', 'criminal organization', 'action hero', 'duo', 'neo-nazis']",132,['US'],2.8976,1843,6.012,"['Universal Pictures', 'Forward Pass', 'Motion Picture ETA Produktionsgesellschaft']",2006-07-27,135000000,"['Colin Farrell', 'Jamie Foxx', 'Naomie Harris', 'Gong Li']",Michael Mann
43,83,Open Water,"['Drama', 'Thriller', 'Horror']","Two divers are left out at sea without a boat. There’s nothing but water for miles, unless they look at what’s underneath them...","['cataclysm', 'diving', 'red sea', 'primal fear', 'nightmare', 'panic', 'scuba diving', 'shark', 'scuba']",79,['US'],1.7294,1081,5.543,"['Plunge Pictures LLC', 'Lions Gate Films', 'EastGate Films']",2003-10-26,120000,"['Blanchard Ryan', 'Daniel Travis', 'Saul Stein', 'Michael E. Williamson']",Chris Kentis
44,85,Raiders of the Lost Ark,"['Adventure', 'Action']","When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.","['egypt', 'treasure', 'medallion', 'swastika', 'saving the world', 'nepal', 'himalaya mountain range', 'cairo', 'moses', 'hat', 'whip', 'leather jacket', 'mediterranean', 'ark of the covenant', 'ten commandments', 'nazi', 'excavation', 'riddle', 'treasure hunt', 'archaeologist', 'adventurer', 'archeology', 'religious history', '1930s', 'dramatic']",115,['US'],9.5906,12955,7.9,"['Paramount Pictures', 'Lucasfilm Ltd.']",1981-06-12,18000000,"['Harrison Ford', 'Karen Allen', 'Paul Freeman', 'John Rhys-Davies']",Steven Spielberg
45,87,Indiana Jones and the Temple of Doom,"['Adventure', 'Action']","After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.","['treasure', 'skeleton', 'wind', 'elephant', 'heart', 'riddle', 'crocodile', 'bridge', 'treasure hunt', 'torture', 'india', 'monkey', 'archaeologist', 'conveyor belt', 'child driving car', 'mine car', 'rope bridge', 'splits', 'adventurer', 'archeology', '1930s']",118,['US'],6.9352,9615,7.3,"['Paramount Pictures', 'Lucasfilm Ltd.']",1984-05-23,28000000,"['Harrison Ford', 'Kate Capshaw', 'Ke Huy Quan', 'Amrish Puri']",Steven Spielberg
46,88,Dirty Dancing,"['Drama', 'Music', 'Romance']","Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer—and unexpectedly falling in love.","['hotel', 'daughter', 'dancing', 'secret love', 'robbery', 'sibling relationship', 'summer camp', 'dancing master', 'mambo', 'dance performance', 'coming of age', 'teenage crush', 'teenage girl', 'doctor', 'class differences', 'family holiday', 'sensuality', 'summer romance', 'catskill resort', 'playful', 'romantic', 'audacious']",100,['US'],7.252,6285,7.331,"['Great American Films Limited Partnership', 'Vestron Pictures']",1987-08-21,6000000,"['Jennifer Grey', 'Patrick Swayze', 'Jerry Orbach', 'Cynthia Rhodes']",Emile Ardolino
47,89,Indiana Jones and the Last Crusade,"['Adventure', 'Action']","In 1938, an art collector appeals to eminent archaeologist Dr. Indiana Jones to embark on a search for the Holy Grail. Indy learns that a medieval historian has vanished while searching for it, and the missing man is his own father, Dr. Henry Jones Sr.. He sets out to rescue his father by following clues in the old man's notebook, which his father had mailed to him before he went missing. Indy arrives in Venice, where he enlists the help of a beautiful academic, Dr. Elsa Schneider, along with Marcus Brody and Sallah. Together they must stop the Nazis from recovering the power of eternal life and taking over the world!","['saving the world', 'nazi', 'holy grail', 'venice, italy', 'entrapment', 'crusader', 'germany', 'riddle', 'brotherhood', 'zeppelin', 'tank', 'book burning', 'nazi officer', 'boat chase', 'gestapo', 'single father', 'traveling circus', 'archaeologist', 'bible quote', 'medieval', 'boy scouts', 'german soldier', 'motorcycle chase', 'hindenburg', 'german agent', '1930s', 'biblical archaeology', 'father son relationship', 'adolf hitler', 'knights templar', 'nazi germany', 'the crusades']",127,['US'],7.0059,10510,7.851,"['Paramount Pictures', 'Lucasfilm Ltd.']",1989-05-24,48000000,"['Harrison Ford', 'Sean Connery', 'Denholm Elliott', 'Alison Doody']",Steven Spielberg
48,90,Beverly Hills Cop,"['Comedy', 'Crime', 'Action']","Fast-talking, quick-thinking Detroit street cop Axel Foley has bent more than a few rules and regs in his time, but when his best friend is murdered, he heads to sunny Beverly Hills to work the case like only he can.","['showdown', 'drug smuggling', 'undercover', 'cocaine', 'strip club', 'gunfight', 'mansion', 'los angeles, california', 'foot chase', 'art gallery', 'detroit, michigan', 'warehouse', 'childhood friends', 'murder investigation', 'beverly hills', 'black cop', 'buddy cop', 'buddy comedy', 'country club', 'maverick cop', 'narcotics detective', 'damsel in distress', 'bar fight', 'bearer bonds', 'mischievous', 'detective comedy', 'food delivery', 'absurd', 'hilarious']",105,['US'],5.5148,4327,7.205,"['Paramount Pictures', 'Eddie Murphy Productions', 'Don Simpson/Jerry Bruckheimer Films']",1984-12-05,14000000,"['Eddie Murphy', 'Judge Reinhold', 'John Ashton', 'Lisa Eilbacher']",Martin Brest
49,93,Anatomy of a Murder,"['Crime', 'Drama', 'Mystery']","Semi-retired Michigan lawyer Paul Biegler takes the case of Army Lt. Manion, who murdered a local innkeeper after his wife claimed that he raped her. Over the course of an extensive trial, Biegler parries with District Attorney Lodwick and out-of-town prosecutor Claude Dancer to set his client free, but his case rests on the victim's mysterious business partner, who's hiding a dark secret.","['adultery', 'jealousy', 'rape', 'based on novel or book', 'court case', 'michigan', 'judge', 'hays code', 'jazz', 'jurors', 'trial', 'lawyer', 'courtroom', 'murder trial', 'courtroom drama']",161,['US'],2.1709,1059,7.9,"['Columbia Pictures', 'Otto Preminger Films']",1959-07-01,2000000,"['James Stewart', 'Lee Remick', 'Ben Gazzara', ""Arthur O'Connell""]",Otto Preminger
50,95,Armageddon,"['Action', 'Thriller', 'Science Fiction', 'Adventure']","When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.","['daughter', 'race against time', 'space marine', 'moon', 'washington dc, usa', 'saving the world', 'cataclysm', 'paris, france', 'asteroid', 'self sacrifice', 'nasa', 'loss of loved one', 'natural disaster', 'u.s. air force', 'end of the world', 'space', 'disaster', 'wedding', 'astronaut', 'duringcreditsstinger', 'disaster movie', 'heroic mission', 'daring rescue', 'space centre']",151,['US'],7.237,8191,6.839,"['Touchstone Pictures', 'Jerry Bruckheimer Films', 'Valhalla Motion Pictures']",1998-07-01,140000000,"['Bruce Willis', 'Billy Bob Thornton', 'Ben Affleck', 'Liv Tyler']",Michael Bay
51,96,Beverly Hills Cop II,"['Action', 'Comedy', 'Crime']","Axel Foley returns to the land of sunshine and palm trees to investigate the near-fatal shooting of police Captain Andrew Bogomil. With the help of Sgt. Taggart and Det. Rosewood, they soon uncover that the shooting is associated with a series of ""alphabet"" robberies masterminded by a heartless weapons kingpin—and the chase is on.","['police', 'arms smuggling', 'intensive care', 'undercover', 'detective', 'investigation', 'armored car', 'strip club', 'sequel', 'shootout', 'gunfight', 'los angeles, california', 'detroit, michigan', 'horse track', 'beverly hills', 'black cop', 'buddy cop', 'credit card fraud', 'narcotics detective', 'playboy mansion', 'shooting range', 'robbery gang', 'superdetective', 'detective comedy', 'ferrari', 'amused']",103,['US'],3.973,2645,6.52,"['Eddie Murphy Productions', 'Paramount Pictures', 'Don Simpson/Jerry Bruckheimer Films']",1987-05-18,28000000,"['Eddie Murphy', 'Judge Reinhold', 'John Ashton', 'Jürgen Prochnow']",Tony Scott
52,97,Tron,"['Science Fiction', 'Action', 'Adventure']","When brilliant video game maker Flynn hacks the mainframe of his ex-employer, he is beamed inside an astonishing digital world...And becomes part of the very game he is designing. In his mission through cyberspace, Flynn matches wits with a maniacal Master Control Program and teams up with Tron, a security measure created to bring balance to the digital environment.","['hacker', 'video game', 'virtual reality', 'dystopia', 'simulation', 'super computer', 'utopia', 'computer simulation', 'simulated reality ', 'cyberspace', 'based on video game', 'bike racing', 'arcade game', 'light cycle', 'pac-man']",95,['US'],6.0892,2414,6.646,"['Lisberger/Kushner Productions', 'Walt Disney Productions']",1982-07-09,17000000,"['Jeff Bridges', 'Bruce Boxleitner', 'David Warner', 'Cindy Morgan']",Steven Lisberger
53,98,Gladiator,"['Action', 'Drama', 'Adventure']","After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.","['epic', 'gladiator', 'rome, italy', 'arena', 'senate', 'roman empire', 'parent child relationship', 'emperor', 'slavery', 'ancient rome', 'revenge', 'battlefield', 'slave auction', 'historical fiction', 'ancient world', 'combat', 'chariot', 'philosopher', 'barbarian horde', '2nd century', 'successor', 'commodus', 'maximus', 'serene', 'defiant', 'gladiador']",155,['US'],20.5121,19873,8.22,"['Universal Pictures', 'Scott Free Productions', 'Red Wagon Entertainment', 'Mill Film', 'DreamWorks Pictures']",2000-05-04,103000000,"['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen', 'Oliver Reed']",Ridley Scott
